name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
istanbul tuzla,2025-04-24,12.8,10.5,11.3,12.8,10.5,11.3,8.7,83.7,0,0,0,,0,0,29.2,18.5,45.8,1008.8,84.1,12.3,138.3,11.9,5,,2025-04-24T06:10:37,2025-04-24T19:51:59,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-04-25,15.8,9.7,12.4,15.8,8.2,12.2,9,80.1,0,0,0,,0,0,22,13.7,295.4,1008.7,63.8,11.2,109.6,9.3,5,,2025-04-25T06:09:13,2025-04-25T19:53:02,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-04-26,20.6,10.7,15.5,20.6,10.7,15.5,10.4,73,0,0,0,,0,0,32,14.4,287.9,1010,23.6,11.4,278.3,24,8,,2025-04-26T06:07:50,2025-04-26T19:54:05,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-04-27,16,10.5,13.3,16,10.5,13.3,9.3,77.6,0,0,0,,0,0,54.7,33.4,47.9,1018.8,59.3,11.6,100.6,8.7,5,,2025-04-27T06:06:28,2025-04-27T19:55:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-04-28,15.5,8.5,11.7,15.5,6,10.5,4.3,62.7,0,0,0,,0,0,59,38.4,60,1024.7,34.7,12.9,249.4,21.5,8,,2025-04-28T06:05:08,2025-04-28T19:56:11,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-04-29,14.1,7.9,10.7,14.1,4.4,9.4,4.6,66.4,0,0,0,,0,0,54.4,29.8,50.4,1021.5,60.2,12,219,18.9,8,,2025-04-29T06:03:48,2025-04-29T19:57:14,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999,LTFJ"
istanbul tuzla,2025-04-30,14.9,8.7,11.5,14.9,6.1,10.6,5.7,68.3,0,0,0,,0,0,51.8,28.7,56.6,1017.9,73.7,12.2,238.9,20.7,9,,2025-04-30T06:02:30,2025-04-30T19:58:17,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-01,12,9.5,10.8,12,7.1,10.5,8.3,84.9,4.592,100,8.33,rain,0,0,42.8,20,52.1,1013.2,87,10.6,33.4,3,1,,2025-05-01T06:01:12,2025-05-01T19:59:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-02,15.1,10.1,12.3,15.1,10.1,12.3,9,80.8,1.104,100,12.5,rain,0,0,31.3,17.4,41.7,1016.5,84.9,11.3,103,8.9,4,,2025-05-02T05:59:56,2025-05-02T20:00:22,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999,LTFJ"
istanbul tuzla,2025-05-03,19.2,9.9,13.9,19.2,9.4,13.9,7.3,67,0,0,0,,0,0,20.5,16.8,33.4,1017.8,36.5,12,319,27.6,9,,2025-05-03T05:58:41,2025-05-03T20:01:24,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-04,22.1,7.4,15.4,22.1,7.4,15.4,4.4,51.2,0,0,0,,0,0,16.9,11.4,237.5,1012.8,1.1,11.9,320.6,27.8,9,,2025-05-04T05:57:28,2025-05-04T20:02:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-05,25.6,11.7,19.5,25.6,11.7,19.5,7.3,47.8,0,0,0,,0,0,18.7,14.1,249.8,1009.5,24.9,10.8,300.9,26,9,,2025-05-05T05:56:15,2025-05-05T20:03:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-06,26.3,17.8,21.8,26.3,17.8,21.8,11,51.5,0,0,0,,0,0,25.2,18.3,257.7,1011.8,47.2,12,284.1,24.5,9,,2025-05-06T05:55:04,2025-05-06T20:04:30,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999,LTFJ"
istanbul tuzla,2025-05-07,28.4,18.1,22.5,27.5,18.1,22.5,12,53.2,0,0,0,,0,0,24.8,18,274.8,1011.6,40.2,11.8,292.7,25.4,9,,2025-05-07T05:53:55,2025-05-07T20:05:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-08,26.2,15.4,21,26.2,15.4,21,13.6,63.5,0,0,0,,0,0,19.8,19.3,42.4,1010.3,27.4,12.3,302.3,26.2,9,,2025-05-08T05:52:46,2025-05-08T20:06:32,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-09,23.6,16.6,20.1,23.6,16.6,20.1,13.4,65.7,0,0,0,,0,0,31,24,31.8,1012.3,43,10.9,276,24,9,,2025-05-09T05:51:40,2025-05-09T20:07:33,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17063099999,17119099999,17064099999,17060099999,17066199999"
istanbul tuzla,2025-05-10,16.5,11.5,14.2,16.5,11.5,14.2,11.1,82.2,3.08,100,8.33,rain,0,0,43.2,26.3,56.4,1015,86.6,10.8,41.3,3.5,1,,2025-05-10T05:50:34,2025-05-10T20:08:34,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D8508,17063099999,17119099999,17064099999,17060099999,17066199999"
